Table S1 Complied composational data for zircons from barren and fertile rocks from the lithature.,,,,,,,,,,,,,,,,,,,,,,,,,,,
CITATION,LOCATION,LATITUDE (MIN.),LONGITUDE (MIN.),ROCK NAME,AGE(MA),Cu_tonnage_Mt,Comment,Feature,Ti,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Y,Hf,U,Th
[21362] GAO PENG (2016),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / HUNAN PROVINCE / GUIDONG BATHOLITH - GAODONG INTRUSION,26,114,GRANITE,235,,Barren,0,9.738847684,,43.58187639,0.136258923,2.470735838,5.590293773,2.376270279,27.92530902,9.181586926,112.98913,41.26510441,194.726898,39.21580094,423.5308794,73.33942697,1369.389835,8618.415146,293.6027787,271.7488937
[21362] GAO PENG (2016),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / HUNAN PROVINCE / GUIDONG BATHOLITH - GAODONG INTRUSION,26,114,GRANITE,235,,Barren,0,9.5232287,0.0215,7.361751764,0.0627,1.614007062,3.797531243,0.041,20.02968814,6.986568884,86.39016264,30.93410786,142.4033423,28.32331422,294.2313877,48.93887458,1042.959749,12559.9567,775.1907619,418.2499241
[21362] GAO PENG (2016),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / HUNAN PROVINCE / GUIDONG BATHOLITH - GAODONG INTRUSION,26,114,GRANITE,235,,Barren,0,8.513889611,5.68355567,30.51215009,1.077708489,4.417804368,1.992040126,0.103645525,9.585813502,4.380125449,61.08864548,24.6450774,125.2484134,28.96552665,355.8270184,66.5767187,877.5890496,13044.12781,629.2049385,249.5447436
[21362] GAO PENG (2016),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / HUNAN PROVINCE / GUIDONG BATHOLITH - GAODONG INTRUSION,26,114,GRANITE,235,,Barren,0,6.320393529,3.195492884,24.94850864,1.284863572,6.18603963,4.015678546,0.367324948,19.00953447,7.480107049,97.37116791,37.60999856,186.8825958,40.09996536,452.3581446,77.63643986,1258.920757,12709.86459,491.553795,180.0097608
[21362] GAO PENG (2016),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / HUNAN PROVINCE / GUIDONG BATHOLITH - GAODONG INTRUSION,26,114,GRANITE,235,,Barren,0,7.008080459,0.0178,24.98777624,0.0397,1.014612748,2.494574149,0.528618786,10.23212093,3.136707605,36.08684147,12.66555904,58.12649536,11.96172555,129.833738,22.66767197,448.2181243,10024.47588,158.934145,166.3499317
[21362] GAO PENG (2016),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / HUNAN PROVINCE / GUIDONG BATHOLITH - GAODONG INTRUSION,26,114,GRANITE,235,,Barren,0,5.115284616,0.00436,14.42507178,0.059,1.096700734,3.406084621,0.187836331,21.05887276,7.678602835,96.77365027,35.12494761,164.7114033,35.05673491,357.5950666,64.40362674,1145.349109,12175.03144,546.6899548,258.5956603
[21362] GAO PENG (2016),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / HUNAN PROVINCE / GUIDONG BATHOLITH - GAODONG INTRUSION,26,114,GRANITE,235,,Barren,0,6.597719376,6.237537904,43.08264606,2.450524161,13.10695885,7.78644333,0.509272773,24.74050067,7.748483705,90.99370134,32.6142171,147.081161,30.15210539,304.9623208,53.6382075,1032.454203,11774.57281,377.2981515,294.8911924
[21362] GAO PENG (2016),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / HUNAN PROVINCE / GUIDONG BATHOLITH - GAODONG INTRUSION,26,114,GRANITE,235,,Barren,0,11.24704855,0.132943303,10.33161882,0.138362426,1.126679689,2.023027189,0.240468468,15.70521905,6.666813488,94.83782752,39.03617591,196.9026233,45.62363717,502.3491742,90.77273375,1273.657489,14572.04809,1076.415589,158.9185019
[21362] GAO PENG (2016),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / HUNAN PROVINCE / GUIDONG BATHOLITH - GAODONG INTRUSION,26,114,GRANITE,235,,Barren,0,12.23873775,,19.11096449,0.06232955,1.447755991,3.201875156,0.568479587,12.43599057,4.226809613,49.353831,17.78484673,80.49342512,16.36587455,172.2226281,30.42474592,562.0616112,10705.62678,119.0676412,128.3452037
[21362] GAO PENG (2016),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / HUNAN PROVINCE / GUIDONG BATHOLITH - GAODONG INTRUSION,26,114,GRANITE,235,,Barren,0,13.3153942,1.492561171,36.23709575,1.126764019,12.51320119,15.91731499,1.459477566,58.44142533,16.64507561,182.1435944,60.9443545,250.9274265,47.92390224,461.6276868,76.5387424,1842.846869,10882.86461,241.5764456,536.7560736
[21362] GAO PENG (2016),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / HUNAN PROVINCE / GUIDONG BATHOLITH - GAODONG INTRUSION,26,114,GRANITE,235,,Barren,0,8.953166432,0.0223,27.04377204,0.0798,1.537876196,3.525992559,0.358006722,16.55747748,5.486428937,63.03753961,23.01491696,102.5777892,21.29280363,217.066595,37.63548988,721.2573986,11788.81508,227.2898056,261.3806987
[21362] GAO PENG (2016),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / HUNAN PROVINCE / GUIDONG BATHOLITH - GAODONG INTRUSION,26,114,GRANITE,235,,Barren,0,15.76448281,15.83756785,66.93610705,6.153699701,31.16286922,13.73291333,0.759171837,34.7410576,9.549768449,103.4730435,35.66535889,158.4111635,31.86204048,325.9023677,56.19149024,1117.177402,11508.55948,330.8186764,323.4638569
[21362] GAO PENG (2016),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / HUNAN PROVINCE / GUIDONG BATHOLITH - GAODONG INTRUSION,26,114,GRANITE,235,,Barren,0,7.19059652,0.00637,16.27213763,0.0599,1.140703607,3.150926817,0.31449744,20.02266253,7.298945762,93.34554079,35.19379192,160.9458891,34.13936509,361.3791436,63.87023053,1118.191386,12132.86907,545.9619058,204.8549185
[21362] GAO PENG (2016),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / HUNAN PROVINCE / GUIDONG BATHOLITH - GAODONG INTRUSION,26,114,GRANITE,235,,Barren,0,12.1562644,0.00756,18.85879606,0.0273,0.597124848,1.814182553,0.271993261,9.134193411,3.100502458,39.18772177,14.41913275,67.25233725,14.08681426,146.7981009,26.88127916,463.060148,10990.00879,112.8655657,112.6893828
[21362] GAO PENG (2016),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / HUNAN PROVINCE / GUIDONG BATHOLITH - GAODONG INTRUSION,26,114,GRANITE,235,,Barren,0,5.665557201,0.00192,17.42990688,0.00502,0.76026703,2.338869046,0.175655515,12.49943924,4.743591044,60.30633167,22.34020291,101.9084076,22.0418834,237.7846808,41.75277557,712.6238857,12416.45328,367.5030436,211.1318489
[21362] GAO PENG (2016),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / HUNAN PROVINCE / GUIDONG BATHOLITH - GAODONG INTRUSION,26,114,GRANITE,235,,Barren,0,12.5249755,61.16946462,168.4739403,18.11488877,84.47421941,23.36471088,1.738460576,45.92151112,12.15400915,126.3031224,41.95044852,177.9440175,34.77483708,348.259272,58.07062612,1307.814039,11013.39015,256.4925419,347.1764558
[21362] GAO PENG (2016),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / HUNAN PROVINCE / GUIDONG BATHOLITH - GAODONG INTRUSION,26,114,GRANITE,235,,Barren,0,7.599806782,0.0366,18.84052694,0.0767,1.633423443,3.084895967,0.282258621,15.01318603,5.336583935,61.29630486,22.96889171,104.6211051,22.05968335,232.2522411,40.86038845,736.9014613,11788.88168,277.0847406,210.8056219
[21362] GAO PENG (2016),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / HUNAN PROVINCE / GUIDONG BATHOLITH - GAODONG INTRUSION,26,114,GRANITE,235,,Barren,0,3.623876776,1.4076767,13.1887751,1.659910239,10.61327248,10.44303252,1.362604539,30.44704959,14.23877992,213.0839439,87.87938023,483.7182149,118.552891,1374.779276,248.8858724,2935.391643,17174.55835,2952.582147,276.2884585
[21362] GAO PENG (2016),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / HUNAN PROVINCE / GUIDONG BATHOLITH - GAODONG INTRUSION,26,114,GRANITE,235,,Barren,0,6.485193518,,17.78871919,0.0369,1.621339342,3.573790172,0.280379966,19.89727671,7.11616517,85.76482102,31.55558025,147.9810372,30.97373348,325.9485298,57.82992247,1017.13309,12132.64249,394.1710593,249.6522413
[21362] GAO PENG (2016),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / HUNAN PROVINCE / GUIDONG BATHOLITH - GAODONG INTRUSION,26,114,GRANITE,235,,Barren,0,16.27684902,1.161667252,39.73533811,0.719866508,8.026168967,10.64869438,2.113964577,44.50679042,13.34384709,150.0310271,50.67914654,217.1382157,42.09938529,418.6183288,70.87305064,1563.88238,10604.31538,104.7065169,257.5233689
[21362] GAO PENG (2016),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / HUNAN PROVINCE / GUIDONG BATHOLITH - GAODONG INTRUSION,26,114,GRANITE,235,,Barren,0,9.509055588,0.00172,20.49514845,0.0568,0.942573806,2.117134406,0.386856802,12.16000591,3.901315599,49.41935922,17.66527677,82.77284123,17.15131013,180.1057905,31.32629189,567.4175184,11089.82294,144.4918001,141.848393
[21362] GAO PENG (2016),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / HUNAN PROVINCE / GUIDONG BATHOLITH - GAODONG INTRUSION,26,114,GRANITE,235,,Barren,0,14.00080383,0.00339,24.39163013,0.258774643,4.579971647,6.60384717,1.121743929,29.51969114,8.770316045,98.45962385,33.71374748,146.742199,28.38005868,286.5955717,49.64403933,1049.240929,10475.13321,204.362012,265.2913533
[21362] GAO PENG (2016),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / HUNAN PROVINCE / GUIDONG BATHOLITH - GAODONG INTRUSION,26,114,GRANITE,235,,Barren,0,9.169228519,0.019,31.16094951,0.208895473,4.400637478,9.79770855,1.0312802,42.8220989,12.83982042,144.9126347,49.74150186,212.4980632,41.5409489,408.2557912,70.1667217,1536.740261,11331.39084,387.0592316,456.0950146
[21362] GAO PENG (2016),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / HUNAN PROVINCE / GUIDONG BATHOLITH - GAODONG INTRUSION,26,114,GRANITE,235,,Barren,0,9.859482215,,17.29636204,0.0298,0.668435442,1.737239948,0.27907827,8.278110362,2.924890887,35.38290023,13.49609474,61.29510205,13.01079502,139.1777241,24.94978949,424.6848048,11883.75372,157.634569,119.1111679
[21362] GAO PENG (2016),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / HUNAN PROVINCE / GUIDONG BATHOLITH - GAODONG INTRUSION,26,114,GRANITE,235,,Barren,0,6.422556017,0.00434,18.34058742,0.0595,1.445972643,2.477911482,1.070802307,14.46423206,4.958456185,70.22730051,31.46808901,171.5293825,41.99505459,522.4447224,112.0010868,1112.304947,10288.4691,325.3685755,267.8188011
[21362] GAO PENG (2016),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / HUNAN PROVINCE / GUIDONG BATHOLITH - GAODONG INTRUSION,26,114,GRANITE,235,,Barren,0,2.500311452,0.015377528,3.757474043,0.0277,0.450412184,1.200783897,0.207239731,7.901672136,2.782841094,34.86392221,13.92068121,66.53528078,14.8502177,166.7449739,31.68221888,461.0694548,12682.8279,324.5040429,80.60377424
[21362] GAO PENG (2016),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / HUNAN PROVINCE / GUIDONG BATHOLITH - GAODONG INTRUSION,26,114,GRANITE,235,,Barren,0,7.372972033,0.0164,3.063718246,0.160098137,2.882858336,5.208346471,1.55953949,21.3050692,6.468984649,71.61737109,24.58754888,100.6977381,19.29422944,194.9953398,33.5012212,738.8475065,9224.540548,89.82782638,38.26775375
[21362] GAO PENG (2016),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / HUNAN PROVINCE / GUIDONG BATHOLITH - GAODONG INTRUSION,26,114,GRANITE,235,,Barren,0,8.003548731,0.510092888,4.088345727,0.363159361,2.354842544,3.429782913,0.259672515,17.74816698,7.417526813,106.574834,41.03738502,201.5642676,43.60881502,453.1288118,76.65084211,1316.734856,12958.27213,573.5842149,133.5400902
[21362] GAO PENG (2016),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / HUNAN PROVINCE / GUIDONG BATHOLITH - GAODONG INTRUSION,26,114,GRANITE,235,,Barren,0,3.266603283,,8.28999762,0.00727,0.169542186,0.629299148,0.257759101,3.611528935,1.696011695,24.74882263,10.22670303,55.55529953,13.9041653,173.7598383,35.75837641,357.8186164,12706.3042,549.673145,174.5506194
[21397] TANG GONG-JIAN (2017),CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / XINJIANG PROVINCE / ERTAIBEI PLUTON,46,90,GRANITE,371.7326856,,Barren,0,15.35332181,2.077660479,15.65247455,0.641347993,3.461561245,2.452877171,0.356409608,9.947822578,3.403225703,42.8384861,15.33969485,71.86530273,15.06941385,154.0771089,27.82404264,493.4765738,9899.399363,82.47048549,34.51901177
[21397] TANG GONG-JIAN (2017),CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / XINJIANG PROVINCE / ERTAIBEI PLUTON,46,90,GRANITE,351.4691972,,Barren,0,18.21139568,0.0726,15.37023285,0.339071455,4.636428155,5.520142773,1.403063665,27.88312159,8.243475921,90.09048,30.54027247,134.872452,25.61710981,258.0021993,43.96486796,949.5083216,10102.67094,96.6105161,65.79133489
[21397] TANG GONG-JIAN (2017),CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / XINJIANG PROVINCE / ERTAIBEI PLUTON,46,90,GRANITE,798.2787086,,Barren,0,22.99767337,0.782657138,17.71244245,1.109776032,9.011851166,7.323295632,1.62579296,22.58973434,6.449847699,68.03190844,22.49513266,101.6207518,20.63054647,209.3979725,35.58166023,727.7583548,10147.20717,100.7025012,45.84417376
[21397] TANG GONG-JIAN (2017),CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / XINJIANG PROVINCE / ERTAIBEI PLUTON,46,90,GRANITE,326.4202064,,Barren,0,8.219239952,0.0701,15.8202516,0.0939,1.437079335,3.351814641,0.603821939,12.04718513,4.487476275,52.98769977,18.30459199,87.24776727,17.51606769,184.8986637,32.8736484,606.8287725,11573.12337,157.0302261,76.83236291
[21397] TANG GONG-JIAN (2017),CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / XINJIANG PROVINCE / ERTAIBEI PLUTON,46,90,GRANITE,400.8076707,,Barren,0,29.02466108,0.109511292,18.63421325,0.598963187,6.739939436,9.809787448,1.595204766,41.72403791,11.18369964,128.9554637,44.15630176,194.0195055,36.44899431,354.8035118,60.98105348,1440.407209,9027.028314,163.9389139,129.9678217
[21397] TANG GONG-JIAN (2017),CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / XINJIANG PROVINCE / ERTAIBEI PLUTON,46,90,GRANITE,406.6948262,,Barren,0,26.34422315,0.179715378,13.64394335,0.259285847,4.652113606,4.860278826,1.127680144,16.17699871,5.386880537,58.63840871,20.60659323,91.40293576,18.41393764,181.7064144,31.63000211,640.6275215,9702.512602,71.46041264,40.67714824
[21397] TANG GONG-JIAN (2017),CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / XINJIANG PROVINCE / ERTAIBEI PLUTON,46,90,GRANITE,305.2069798,,Barren,0,19.66665182,0.158648433,17.98109707,0.370998373,4.667846583,6.347113157,1.050139097,29.44294023,9.032584873,102.7371516,34.87442462,156.7416046,31.15902132,298.5521946,51.97231891,1128.154411,9811.473375,177.246099,122.2183834
[21397] TANG GONG-JIAN (2017),CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / XINJIANG PROVINCE / ERTAIBEI PLUTON,46,90,GRANITE,334.9354258,,Barren,0,13.67316148,,15.53910098,0.0503,1.47760191,2.575543659,0.451298548,16.47974098,5.601901592,68.6688958,24.1819617,109.9131146,22.36924956,221.7428436,39.14644902,778.4481975,10643.01352,150.6517988,84.72345407
[21397] TANG GONG-JIAN (2017),CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / XINJIANG PROVINCE / ERTAIBEI PLUTON,46,90,GRANITE,326.6129737,,Barren,0,12.4486053,,14.1764162,0.0661,0.781800279,1.836868371,0.261431807,7.0402406,2.509904793,33.06824955,12.54301743,59.47879674,12.64400047,131.9062723,24.33994729,400.5188558,10229.52637,83.00921613,39.58237963
[21397] TANG GONG-JIAN (2017),CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / XINJIANG PROVINCE / ERTAIBEI PLUTON,46,90,GRANITE,301.8499738,,Barren,0,13.99628883,0.141387525,19.11514672,0.361732501,5.201570203,8.058377736,1.339918417,34.17013112,10.59971278,121.5913545,40.13668578,181.9435895,34.29387069,323.5274786,55.19314586,1301.773482,10030.69324,227.5742042,148.9455072
[21397] TANG GONG-JIAN (2017),CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / XINJIANG PROVINCE / ERTAIBEI PLUTON,46,90,GRANITE,558.6808112,,Barren,0,19.81228258,0.77663641,19.46979264,0.64337978,5.264189358,6.593465662,1.17200529,17.85836242,5.38535064,50.84328834,17.2412284,79.60460586,15.79030327,162.4998227,28.36115402,546.8040819,9591.212322,76.21446834,63.58470138
[21397] TANG GONG-JIAN (2017),CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / XINJIANG PROVINCE / ERTAIBEI PLUTON,46,90,GRANITE,336.5871269,,Barren,0,16.18724691,0.0634,16.7979832,0.0435,0.775595106,1.663573748,0.293283452,7.512122248,2.500534149,31.9313359,12.1677662,60.76491085,13.41822013,143.7079176,26.67725367,413.1843549,11994.43518,195.7180987,75.82471241
[21397] TANG GONG-JIAN (2017),CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / XINJIANG PROVINCE / ERTAIBEI PLUTON,46,90,GRANITE,315.6733471,,Barren,0,14.45809439,0.140530115,18.04057843,0.382839247,4.642521403,6.36262264,1.122225511,31.99207485,10.26549045,115.240218,40.61998308,182.2751764,35.25457946,336.2115758,59.6748626,1333.19213,9055.89025,226.7564055,186.6883929
[21397] TANG GONG-JIAN (2017),CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / XINJIANG PROVINCE / ERTAIBEI PLUTON,46,90,GRANODIORITE,300.7466785,,Barren,0,13.3249551,0.635165261,17.9331403,0.178198829,2.92510307,2.723142159,0.688183885,14.97033613,4.377110183,58.26215041,20.38149155,101.4529583,20.24269349,224.2709002,40.83599613,723.1633166,10951.0579,168.992094,72.59328103
[21397] TANG GONG-JIAN (2017),CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / XINJIANG PROVINCE / ERTAIBEI PLUTON,46,90,GRANODIORITE,303.0730935,,Barren,0,17.20621675,0.742446831,15.5522903,0.187484617,2.441343618,3.640384259,1.023624601,18.73079518,6.17771173,74.61407292,25.85290424,117.8777206,24.17197754,251.6150451,44.75351268,883.5883556,10059.11606,131.8988398,74.9395776
[21397] TANG GONG-JIAN (2017),CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / XINJIANG PROVINCE / ERTAIBEI PLUTON,46,90,GRANODIORITE,286.4597509,,Barren,0,18.50438558,1.785185451,18.88267233,0.402458681,2.892711016,3.462999606,0.91921571,17.6339896,5.212765429,66.98655923,23.66252543,113.4619179,23.61206657,249.4140608,43.90166864,828.0637279,10982.30656,148.289829,76.71256527
[21397] TANG GONG-JIAN (2017),CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / XINJIANG PROVINCE / ERTAIBEI PLUTON,46,90,GRANODIORITE,331.8519906,,Barren,0,24.93965876,6.278666133,27.84498106,1.868319754,10.38512867,5.390291534,1.26020534,23.50357459,5.931317478,68.11459286,23.23665733,108.5936278,21.76824754,222.677673,39.43037608,791.9433354,9876.86911,98.23670459,63.12932661
[21397] TANG GONG-JIAN (2017),CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / XINJIANG PROVINCE / ERTAIBEI PLUTON,46,90,GRANODIORITE,301.8032458,,Barren,0,22.84194793,0.0527,15.12908006,0.0583,1.706760334,3.126608908,1.026547447,15.54068659,4.935321292,58.80435794,20.36567892,99.26049952,20.05569108,214.161662,37.19513425,711.8012248,10398.03325,108.7624246,60.53641705
[21397] TANG GONG-JIAN (2017),CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / XINJIANG PROVINCE / ERTAIBEI PLUTON,46,90,GRANODIORITE,309.6864762,,Barren,0,21.25248648,0.0465,16.51893124,0.0775,0.888520207,2.824824736,0.665260139,11.05848065,4.250739003,53.56798631,18.22853631,92.30161053,19.19431851,205.7891263,37.37734126,659.7705441,10675.89929,133.7677398,67.05916323
[21397] TANG GONG-JIAN (2017),CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / XINJIANG PROVINCE / ERTAIBEI PLUTON,46,90,GRANODIORITE,341.1000187,,Barren,0,29.46678524,21.23107278,57.44645026,5.938303283,25.79355264,6.844846741,1.027313074,14.72027653,3.987138359,49.27358593,16.80816859,79.99025633,16.35794536,177.7160121,31.84348171,588.5740159,9695.168228,92.1983482,48.53681505
[21397] TANG GONG-JIAN (2017),CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / XINJIANG PROVINCE / ERTAIBEI PLUTON,46,90,GRANODIORITE,297.6314428,,Barren,0,11.39408746,0.902232029,17.86020345,0.320786572,1.662812289,1.005058513,0.243772754,6.838288644,2.460026499,35.79532454,13.18079277,66.56053403,14.91249513,175.6457078,32.22318358,472.0850727,12781.7253,285.8540717,83.461959
[21397] TANG GONG-JIAN (2017),CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / XINJIANG PROVINCE / ERTAIBEI PLUTON,46,90,GRANODIORITE,358.0189518,,Barren,0,21.11131899,1.056486501,19.93840813,0.397125249,2.495521415,3.780520691,0.715759209,16.06727651,4.841577342,60.55205897,22.41338629,114.7026914,22.95830256,244.4325511,43.97915533,789.3021081,10391.70533,151.0899794,83.71162015
[21397] TANG GONG-JIAN (2017),CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / XINJIANG PROVINCE / ERTAIBEI PLUTON,46,90,GRANODIORITE,311.8094106,,Barren,0,24.36494633,1.29407348,22.56502535,0.580649241,4.327139318,4.328425049,0.839465057,20.63009199,6.325081775,72.88149792,25.86741166,124.5983916,24.27463797,265.6237146,46.22702703,904.7165546,10910.68046,183.2789813,93.16595633
[21397] TANG GONG-JIAN (2017),CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / XINJIANG PROVINCE / ERTAIBEI PLUTON,46,90,GRANODIORITE,321.2301528,,Barren,0,21.90059475,0.093,14.07953354,0.184982753,2.184604911,3.721602223,0.760666552,15.11061811,5.085130075,62.79683391,21.52358354,106.9055023,20.49688658,220.2690546,39.82339066,759.2456882,9614.953935,139.3021806,62.83579345
[21397] TANG GONG-JIAN (2017),CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / XINJIANG PROVINCE / ERTAIBEI PLUTON,46,90,GRANODIORITE,306.0364381,,Barren,0,14.13265478,,15.5574415,0.0398,0.775323333,2.004525247,0.553666447,10.05629162,3.361700018,43.41653965,15.63777541,75.16616366,16.35772671,178.8205534,32.59626,548.1266491,10807.91594,167.3716604,64.8594355
[21397] TANG GONG-JIAN (2017),CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / XINJIANG PROVINCE / ERTAIBEI PLUTON,46,90,GRANODIORITE,331.3090426,,Barren,0,88.38732872,0.165502596,15.11275446,0.124520509,1.671029573,3.341629207,0.741603205,13.45130458,4.021074809,52.50229288,18.76684857,90.82341723,18.90812723,197.6500505,35.49853965,647.0878366,10235.56949,133.3872732,59.61875935
[21397] TANG GONG-JIAN (2017),CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / XINJIANG PROVINCE / ERTAIBEI PLUTON,46,90,GRANODIORITE,282.3367977,,Barren,0,17.81490183,0.0471,13.69570004,0.133325914,2.613965,3.27695539,1.088068716,16.6276864,5.207849805,62.86533348,22.08697271,108.0982947,21.47725789,230.5606652,40.72062641,762.8894136,9522.729498,113.2086032,65.60448606
[21397] TANG GONG-JIAN (2017),CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / XINJIANG PROVINCE / ERTAIBEI PLUTON,46,90,GRANODIORITE,290.8218949,,Barren,0,28.13366731,12.76722302,32.97894586,2.499940255,11.64507727,4.794912676,0.915975862,15.89022118,5.218749444,57.19573315,20.24599095,92.42955344,19.69178037,196.9623778,34.89019568,685.2489889,9607.955541,82.20939348,48.76217256
[21397] TANG GONG-JIAN (2017),CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / XINJIANG PROVINCE / ERTAIBEI PLUTON,46,90,GRANODIORITE,290.2768502,,Barren,0,31.18604854,0.357351371,15.62207117,0.163268337,2.468510668,2.505229559,1.098008701,17.50945943,4.751885668,57.45190272,21.07951423,98.78113118,20.95802229,211.3043519,39.97003657,729.3895628,9597.47277,125.456372,64.85981122
[21397] TANG GONG-JIAN (2017),CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / XINJIANG PROVINCE / ERTAIBEI PLUTON,46,90,GRANODIORITE,333.0504874,,Barren,0,18.89833165,0.141853689,18.42023431,0.141751368,2.819140952,4.410024408,0.91156769,20.90254122,6.428706554,77.53345345,27.42284161,127.3980289,25.30028768,267.8836695,46.7586747,931.4900362,10351.47507,164.2589699,89.83463919
[21397] TANG GONG-JIAN (2017),CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / XINJIANG PROVINCE / ERTAIBEI PLUTON,46,90,GRANODIORITE,358.2690574,,Barren,0,20.92812636,22.9813394,55.02844502,4.426545179,20.93442338,7.803100173,1.253857638,19.31633485,5.272392734,62.56304001,21.71470957,100.2647443,20.72003846,216.8941787,38.12968961,735.4607901,9283.999576,104.218193,60.81935329
[21397] TANG GONG-JIAN (2017),CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / XINJIANG PROVINCE / ERTAIBEI PLUTON,46,90,GRANODIORITE,320.0850514,,Barren,0,2.313295027,0.2747151,7.932042553,0.0958,0.734906773,0.241391502,0.100126953,2.135784724,1.03977314,12.16855366,4.929575386,29.78264468,7.141492711,85.35117718,19.01431327,197.8292862,11261.3879,275.2191651,41.34289658
